loan_id,client_id,issue_date,age,gender,monthly_income,employment_type,work_experience_years,region,channel,loan_product,loan_amount,loan_term_months,interest_rate,monthly_payment,credit_score,existing_loans_count,dti_ratio,days_past_due,is_default,quarter,age_grp,high_dti,low_score,z_credit_score,z_dti_ratio,z_monthly_income,z_loan_amount,z_interest_rate,z_age,PD_hat,risk_segment,LGD,EL_loan,income_loan
3207,56426,2023-02-16,19,F,44701.0,employed,0.0,SPb,branch,car,350000,48,13.6,9494.0,693.0,2,38.5,21,0,2023Q1,18-25,0,0,0.8333192058218666,-1.2507852830491983,-1.1219367515765732,-0.21759986187186825,-1.9006283643782649,-1.4364696234315852,0.014865738957777843,LOW,0.45,7023.72458080628,105712.0
3208,27819,2024-12-15,37,M,69188.0,employed,18.8,Moscow,branch,consumer,240000,48,18.4,7100.0,646.0,1,36.3,0,0,2024Q4,36-45,0,0,0.20794149023800276,-1.4042739400564785,-0.3359360363137125,-0.6537132865417667,0.3089544495560821,0.03976002628523627,0.02816787430988344,LOW,0.7,7491.972886193364,100800.0
3209,93051,2023-08-02,37,M,67106.0,self_employed,15.9,Moscow,online,consumer,240000,12,18.1,22015.0,764.0,1,38.9,17,0,2023Q3,36-45,0,0,1.778038733618767,-1.2228782545024204,-0.40276551682080913,-0.6537132865417667,0.17085552368518667,0.03976002628523627,0.008908858992066174,LOW,0.7,7491.972886193364,24180.0
3210,25217,2023-01-24,29,F,21550.0,unemployed,0.3,Ural,branch,consumer,50000,60,20.7,1344.0,575.0,1,39.8,24,0,2023Q1,26-35,0,1,-0.7367780375588978,-1.1600874402721695,-1.86505361191269,-1.4070001109715913,1.3677128812329573,-0.6163420402555733,0.15774009859457863,MEDIUM,0.7,6571.185479296652,30640.0
3211,89708,2023-11-17,37,F,112355.0,employed,12.4,Moscow,partner,consumer,440000,36,21.1,16600.0,553.0,2,59.3,0,0,2023Q4,36-45,0,1,-1.029508032087515,0.2003802013832665,1.0496682792721865,0.13922021285804867,1.551844782394154,0.03976002628523627,0.3096019550964601,HIGH,0.7,160931.08298171588,157600.0
3212,33994,2023-10-01,38,M,91819.0,employed,13.7,Moscow,branch,consumer,310000,48,20.3,9483.0,574.0,0,50.7,0,0,2023Q4,36-45,0,1,-0.7500839464011076,-0.39962091237246383,0.39048950324253373,-0.37618656175183135,1.1835809800717623,0.12177278460283747,0.1608564412952863,MEDIUM,0.7,40741.34997163925,145184.0
3213,16036,2024-07-09,20,F,61512.0,employed,0.0,South,online,renovation,370000,36,17.6,13302.0,535.0,1,51.4,0,0,2024Q3,18-25,0,1,-1.2690143912472924,-0.35078361241560235,-0.5823256099796462,-0.1383065119318867,-0.05930935276630786,-1.3544568651139839,0.21063331035268534,MEDIUM,0.7,48626.77254679523,108872.0
3214,78275,2023-11-09,24,F,48155.0,employed,5.1,Ural,partner,consumer,150000,36,18.2,5438.0,711.0,0,41.4,16,0,2023Q4,18-25,0,0,1.072825564981644,-1.0484593260850568,-1.0110678631656644,-1.0105333612716836,0.2168884989754846,-1.0264058318435791,0.017786123911547592,LOW,0.7,4682.483053870853,45768.0
3215,98756,2023-12-29,53,M,69278.0,employed,34.0,South,online,consumer,200000,12,18.9,18422.0,657.0,4,46.5,5,0,2023Q4,46-55,0,0,0.3543064875023113,-0.6926447121136349,-0.3330471538710426,-0.8122999864217298,0.5391193260075766,1.3519641593668552,0.04739397914007089,LOW,0.7,6243.31073849447,21064.0
3216,50416,2024-10-29,66,M,144167.0,employed,45.0,Moscow,partner,consumer,420000,12,18.5,38606.0,694.0,2,49.3,11,0,2024Q4,56+,0,0,0.8466251146640764,-0.49729551228618785,2.0707919266745685,0.05992686291806714,0.3549874248463816,2.418130017495671,0.037468333461822156,LOW,0.7,13110.952550838387,43272.0
3217,10587,2024-01-15,50,M,62831.0,self_employed,29.7,Moscow,branch,renovation,270000,36,17.4,9680.0,636.0,1,52.0,4,0,2024Q1,46-55,0,0,0.07488240181590411,-0.308923069595435,-0.5399874328476286,-0.5347732616317944,-0.15137530334690696,1.1059258844140518,0.08261081055814683,LOW,0.7,8428.469496967535,78480.0
3218,96665,2024-12-11,19,M,50693.0,employed,0.0,Siberia,online,car,360000,36,14.4,12374.0,593.0,0,46.7,0,0,2024Q4,18-25,0,0,-0.4972716783991202,-0.6786911978402456,-0.9296013782823738,-0.17795318690187747,-1.5323645620558732,-1.4364696234315852,0.07888855987367284,LOW,0.45,7224.402425972174,85464.0
3219,1645,2024-11-04,49,F,109170.0,employed,27.0,SPb,partner,consumer,480000,36,17.2,17161.0,703.0,0,34.0,14,0,2024Q4,46-55,0,0,0.9663782942439653,-1.5647393542004528,0.94743393949548,0.29780691273801174,-0.24344125392750446,1.0239131260964505,0.011922464358396322,LOW,0.7,14983.945772386727,137796.0
3220,31930,2024-04-14,64,M,128505.0,employed,45.0,South,online,car,980000,36,14.0,33494.0,736.0,2,82.5,8,0,2024Q2,56+,1,0,1.4054732860368908,1.8189878570964009,1.5680621842623936,2.28014066123755,-1.7164964632170692,2.2541045008604685,0.13004224259674838,MEDIUM,0.45,82796.93703913783,225784.0
3221,82835,2024-11-05,45,M,48970.0,freelance,26.9,Siberia,online,renovation,430000,36,17.0,15331.0,668.0,1,64.1,21,0,2024Q4,36-45,0,0,0.5006714847666198,0.5352645439446044,-0.9849074277125983,0.09957353788805791,-0.33550720450810195,0.6958620928260458,0.11636994418608008,MEDIUM,0.7,56512.19512195122,121916.0
3222,31090,2023-04-26,31,M,89439.0,employed,9.2,Ural,branch,consumer,320000,24,18.9,16115.0,665.0,0,30.9,11,0,2023Q2,26-35,0,0,0.46075375823999026,-1.7810188254379837,0.314094611980819,-0.33653988678184055,0.5391193260075766,-0.4523165236203709,0.017231568931921154,LOW,0.7,9989.297181591151,66760.0
3223,88489,2024-08-27,33,M,37370.0,unemployed,0.2,SPb,branch,car,350000,60,18.1,8907.0,452.0,2,80.1,214,1,2024Q3,26-35,1,1,-2.3734048251507116,1.6515456858157314,-1.357252275878939,-0.21759986187186825,0.17085552368518667,-0.28829100698516846,0.8999949402752754,HIGH,0.45,82294.30379746835,0.0
3224,53142,2023-02-11,32,M,92727.0,employed,9.5,Siberia,partner,consumer,270000,48,20.2,8245.0,619.0,0,52.2,13,0,2023Q1,26-35,0,0,-0.15131804850166364,-0.2949695553220457,0.4196351172196921,-0.5347732616317944,1.1375480047814628,-0.3703037653027697,0.11001962811894647,MEDIUM,0.7,35484.40158820192,125760.0
3225,27475,2024-01-14,27,F,74332.0,employed,8.6,Siberia,online,education,250000,24,14.8,12098.0,656.0,1,32.6,18,0,2024Q1,26-35,0,0,0.34100057866010147,-1.6624139541141763,-0.17082035536822487,-0.614066611571776,-1.3482326608946775,-0.7803675568907756,0.020965736101736666,LOW,0.7,7804.138423118087,40352.0
3226,19888,2024-12-22,34,M,105196.0,employed,7.8,Moscow,online,consumer,510000,12,18.4,46854.0,653.0,1,54.8,0,0,2024Q4,26-35,0,0,0.30108285213347186,-0.11357386976798796,0.8198737303047009,0.4167469376479841,0.3089544495560821,-0.2062782486675673,0.07865985450091885,LOW,0.7,15920.442383160898,52248.0
3227,44732,2023-07-25,23,F,58056.0,self_employed,2.8,Ural,partner,consumer,210000,24,19.9,10678.0,620.0,3,58.7,178,1,2023Q3,18-25,0,0,-0.13801213965945378,0.15851965856309963,-0.6932586957781698,-0.772653311451739,0.9994490789105657,-1.1084185901611805,0.1573235203850536,MEDIUM,0.7,27598.97901304594,0.0
3228,82623,2024-04-10,43,F,80488.0,employed,20.9,Ural,partner,car,540000,48,15.3,15111.0,596.0,5,77.9,27,0,2024Q2,36-45,1,0,-0.4573539518724906,1.4980570288084523,0.02677920371039524,0.5356869625579563,-1.118067784443183,0.5318365761908435,0.3821616105077048,HIGH,0.45,126968.35443037975,185328.0
3229,47305,2023-10-07,61,M,55436.0,self_employed,42.3,South,partner,car,470000,60,15.5,11305.0,680.0,0,71.2,0,0,2023Q4,56+,1,0,0.6603423908731383,1.0306143006499175,-0.7773572735536709,0.258160237768021,-1.0260018338625856,2.008066225907665,0.14150585286768017,MEDIUM,0.45,39708.73511060692,208300.0
3230,47037,2024-10-09,42,F,79475.0,freelance,21.6,South,online,consumer,360000,60,17.7,9083.0,796.0,2,53.1,0,0,2024Q4,36-45,0,0,2.2038278165694827,-0.2321787410917949,-0.0057367731165446825,-0.17795318690187747,-0.013276377476009934,0.4498238178732422,0.014969331441242894,LOW,0.7,11237.959329290046,184980.0
3231,10346,2024-09-09,51,F,93491.0,self_employed,31.8,Moscow,branch,education,320000,60,15.3,7663.0,676.0,3,51.0,0,0,2024Q3,46-55,0,0,0.6071187555042988,-0.3786906409623804,0.4441585192885787,-0.33653988678184055,-1.118067784443183,1.187938642731653,0.05604099287246128,LOW,0.7,9989.297181591151,139780.0
3232,1587,2023-04-28,22,M,57539.0,employed,0.0,South,online,consumer,170000,24,20.1,8661.0,556.0,1,55.1,0,0,2023Q2,18-25,0,1,-0.9895903055608852,-0.09264359835790403,-0.7098537204766179,-0.9312400113317021,1.0915150294911649,-1.1904313484787816,0.23020698277331722,MEDIUM,0.7,22342.03062960862,37864.0
3233,13763,2023-08-25,43,M,53665.0,freelance,23.1,South,branch,education,220000,36,17.4,7887.0,571.0,1,61.1,158,1,2023Q3,36-45,0,1,-0.7900016729277373,0.3259618298437686,-0.8342040602866527,-0.7330066364817482,-0.15137530334690696,0.5318365761908435,0.31204769737162563,HIGH,0.7,80465.54149085794,0.0
3234,60165,2023-11-05,27,F,99471.0,employed,4.8,Moscow,partner,renovation,950000,60,19.3,24801.0,544.0,0,82.6,31,0,2023Q4,26-35,1,1,-1.1492612116674037,1.825964614233095,0.6361087082570888,2.1612006363275778,0.7232512271687732,-0.7803675568907756,0.6579503193178863,HIGH,0.7,347464.8382559775,538060.0
3235,70615,2024-03-31,47,F,131850.0,employed,26.2,Ural,branch,education,260000,36,15.8,9115.0,689.0,2,38.4,2,0,2024Q1,46-55,0,0,0.780095570453027,-1.257762040185893,1.6754323150482908,-0.5744199366017851,-0.8879029079916885,0.8598876094612482,0.022813808863193456,LOW,0.7,8116.303960042811,68140.0
3236,37116,2024-04-19,31,M,79115.0,employed,12.7,SPb,branch,consumer,300000,12,19.2,27676.0,637.0,0,42.1,178,1,2024Q2,26-35,0,0,0.08818831065811397,-0.9996220261281947,-0.01729230288722422,-0.4158332367218221,0.6772182518784736,-0.4523165236203709,0.04699066752319544,LOW,0.7,9364.966107741706,0.0
3237,86751,2023-04-10,22,M,54378.0,self_employed,1.7,SPb,branch,consumer,240000,48,19.3,7214.0,634.0,0,44.2,20,0,2023Q2,18-25,0,0,0.04827058413148437,-0.8531101262576092,-0.8113176916019457,-0.6537132865417667,0.7232512271687732,-1.1904313484787816,0.058158238585977885,LOW,0.7,7491.972886193364,106272.0
3238,92353,2023-09-18,53,M,68307.0,employed,32.7,Siberia,branch,consumer,290000,36,18.5,10557.0,675.0,0,39.9,0,0,2023Q3,46-55,0,0,0.5938128466620889,-1.153110683135475,-0.3642149855580699,-0.45547991169181284,0.3549874248463816,1.3519641593668552,0.02535131550584148,LOW,0.7,9052.800570816982,90052.0
3239,91301,2023-11-01,22,M,93802.0,employed,0.2,Moscow,online,consumer,290000,24,20.2,14788.0,621.0,4,49.0,0,0,2023Q4,18-25,0,0,-0.12470623081724391,-0.5182257836962713,0.4541412130626935,-0.45547991169181284,1.1375480047814628,-1.1904313484787816,0.09026028904525633,LOW,0.7,9052.800570816982,64912.0
3240,96648,2023-12-20,35,F,66541.0,employed,15.8,Siberia,branch,consumer,300000,24,18.2,15006.0,708.0,3,37.9,0,0,2023Q4,26-35,0,0,1.0329078384550145,-1.2926458258693658,-0.42090127882201456,-0.4158332367218221,0.2168884989754846,-0.1242654903499661,0.015047580565444203,LOW,0.7,9364.966107741706,60144.0
3241,26556,2023-10-13,33,M,57411.0,employed,9.1,Moscow,branch,consumer,160000,24,19.5,8104.0,642.0,4,44.8,5,0,2023Q4,26-35,0,0,0.1547178548691633,-0.8112495834374424,-0.7139623532839706,-0.9708866863016928,0.8153171777493707,-0.28829100698516846,0.05262155695359928,LOW,0.7,4994.648590795576,34496.0
3242,60042,2023-11-24,21,M,76966.0,employed,0.1,Ural,online,consumer,180000,12,18.9,16580.0,685.0,4,41.8,6,0,2023Q4,18-25,0,0,0.7268719350841876,-1.0205522975382786,-0.08627239587941958,-0.8915933363617113,0.5391193260075766,-1.2724441067963828,0.02629255765354135,LOW,0.7,5618.979664645023,18960.0
3243,19099,2023-04-13,38,M,90377.0,employed,19.9,Moscow,partner,consumer,330000,48,19.5,9954.0,653.0,2,51.4,0,0,2023Q2,36-45,0,0,0.30108285213347186,-0.35078361241560235,0.3442031867722007,-0.2968932118118498,0.8153171777493707,0.12177278460283747,0.0696391546400317,LOW,0.7,10301.462718515875,147792.0
3244,46096,2023-03-04,23,M,64551.0,employed,1.3,Ural,branch,education,180000,36,16.9,6409.0,566.0,2,51.8,11,0,2023Q1,18-25,0,1,-0.8565312171387867,-0.3228765838688243,-0.48477767949882644,-0.8915933363617113,-0.3815401797984015,-1.1084185901611805,0.18961916652170144,MEDIUM,0.7,23656.26772546795,50724.0
3245,72986,2024-11-17,38,M,93180.0,employed,12.9,Ural,branch,car,720000,36,14.5,24783.0,620.0,3,67.7,12,0,2024Q4,36-45,1,0,-0.13801213965945378,0.7864278008656086,0.4341758255144639,1.2493271120177902,-1.4863315867655746,0.12177278460283747,0.19089703454199652,MEDIUM,0.45,60830.40272263188,172188.0
3246,14230,2023-10-09,35,M,52899.0,freelance,13.6,South,online,consumer,210000,24,21.5,10843.0,539.0,4,80.0,148,1,2023Q4,26-35,1,1,-1.215790755878453,1.6445689286790373,-0.8587916597431542,-0.772653311451739,1.7359766835553487,-0.1242654903499661,0.6785895049139157,HIGH,0.7,76808.01687763713,0.0
3247,30009,2024-03-16,36,M,85615.0,employed,16.6,South,partner,renovation,530000,48,16.4,15129.0,704.0,2,55.9,0,0,2024Q1,36-45,0,0,0.9796842030861751,-0.036829541264347884,0.19134920686115633,0.4960402875879656,-0.611705056249896,-0.04225273203236492,0.0434686988233862,LOW,0.7,16544.773457010346,196192.0
3248,71969,2023-10-20,38,F,99753.0,employed,17.3,SPb,branch,car,970000,48,14.7,26849.0,684.0,0,64.9,4,0,2023Q4,36-45,0,0,0.7135660262419777,0.5910786010381616,0.6451605399107877,2.2404939862675595,-1.394265636184977,0.12177278460283747,0.08769707937297905,LOW,0.45,19465.75098109169,318752.0
3249,34866,2023-01-07,37,F,84773.0,employed,18.4,Ural,branch,consumer,330000,24,19.1,16651.0,598.0,0,57.0,274,1,2023Q1,36-45,0,0,-0.43074213418807084,0.0399147872392922,0.16432210667528918,-0.2968932118118498,0.6311852765881757,0.03976002628523627,0.16223292914601986,MEDIUM,0.7,43369.82416335791,0.0
3250,85246,2024-09-30,23,M,63337.0,freelance,2.2,SPb,partner,consumer,230000,60,21.1,6235.0,538.0,2,67.0,0,0,2024Q3,18-25,1,1,-1.229096664720663,0.7375905009087466,-0.5237454937810624,-0.6933599615117575,1.551844782394154,-1.1084185901611805,0.48303216188888654,HIGH,0.7,84123.06610407875,144100.0
3251,77975,2023-04-02,44,M,86766.0,employed,23.9,Siberia,online,education,250000,24,15.5,12181.0,683.0,0,47.3,33,0,2023Q2,36-45,0,0,0.7002601173997679,-0.6368306550200787,0.2282948034335234,-0.614066611571776,-1.0260018338625856,0.6138493345084446,0.03957724479904189,LOW,0.7,7804.138423118087,42344.0
3252,42855,2023-07-09,22,M,76230.0,employed,3.9,SPb,partner,car,770000,48,15.6,21665.0,615.0,2,70.4,7,0,2023Q3,18-25,1,0,-0.20454168387050312,0.9748002435563614,-0.10989703452169775,1.447560486867744,-0.9799688585722868,-1.1904313484787816,0.2418168794685297,MEDIUM,0.45,65054.73624503687,269920.0
3253,82557,2024-04-20,29,M,98558.0,employed,9.8,Moscow,online,consumer,310000,24,18.1,15491.0,679.0,4,59.1,25,0,2024Q2,26-35,0,0,0.6470364820309285,0.1864266871098777,0.6068026008108932,-0.37618656175183135,0.17085552368518667,-0.6163420402555733,0.07406645676663132,LOW,0.7,9677.131644666428,61784.0
3254,7416,2024-05-25,21,M,32805.0,unemployed,0.2,Ural,online,consumer,120000,36,23.4,4670.0,412.0,0,61.1,227,1,2024Q2,18-25,0,1,-2.9056411788391063,0.3259618298437686,-1.5037828131099171,-1.129473386181656,2.6106032140710274,-1.2724441067963828,0.8525823517188272,HIGH,0.7,43890.29535864979,0.0
3255,73516,2024-04-06,43,M,75767.0,self_employed,23.5,Moscow,online,renovation,590000,48,17.9,17300.0,624.0,0,65.8,0,0,2024Q2,36-45,1,0,-0.08478850429061431,0.6538694152684118,-0.12475872975454393,0.7339203374079102,0.07878957310458755,0.5318365761908435,0.2026433019842918,MEDIUM,0.7,77539.9886557005,240400.0
3256,56915,2023-02-22,35,F,74730.0,employed,16.2,Moscow,branch,consumer,210000,36,19.0,7698.0,656.0,4,41.2,15,0,2023Q1,26-35,0,0,0.34100057866010147,-1.0624128403584454,-0.1580450752328625,-0.772653311451739,0.5851523012978762,-0.1242654903499661,0.03541061909392891,LOW,0.7,6555.476275419193,67128.0
3257,19058,2024-04-30,31,M,80606.0,employed,7.6,South,online,consumer,260000,24,18.0,12980.0,643.0,1,38.7,10,0,2024Q2,26-35,0,0,0.16802376371137318,-1.236831768775809,0.030566849579673535,-0.5744199366017851,0.12482254839488711,-0.4523165236203709,0.0328327272537805,LOW,0.7,8116.303960042811,51520.0
3258,77637,2024-10-05,34,M,147595.0,employed,12.4,Moscow,branch,consumer,450000,24,17.2,22292.0,695.0,1,52.7,10,0,2024Q4,26-35,0,0,0.8599310235062863,-0.260085769638573,2.1808262490464836,0.17886688782803944,-0.24344125392750446,-0.2062782486675673,0.041143408111730916,LOW,0.7,14047.449161612558,85008.0
3259,41718,2024-05-04,32,F,68244.0,employed,10.0,Ural,online,consumer,250000,36,19.1,9177.0,621.0,0,40.6,8,0,2024Q2,26-35,0,0,-0.12470623081724391,-1.104273383178613,-0.36623720326793885,-0.614066611571776,0.6311852765881757,-0.3703037653027697,0.050679271340738706,LOW,0.7,7804.138423118087,80372.0
3260,33602,2023-12-30,38,F,81814.0,freelance,18.7,Siberia,partner,car,740000,36,17.6,26605.0,602.0,3,84.0,11,0,2023Q4,36-45,1,0,-0.3775184988192314,1.923639214146819,0.06934207169906487,1.3286204619577717,-0.05930935276630786,0.12177278460283747,0.5304376315569683,HIGH,0.45,173993.67088607597,217780.0
3261,75658,2023-04-22,61,M,82648.0,employed,43.0,South,branch,consumer,260000,12,18.1,23849.0,770.0,1,48.0,4,0,2023Q2,56+,0,0,1.8578741866720263,-0.5879933550632167,0.09611238233447247,-0.5744199366017851,0.17085552368518667,2.008066225907665,0.013670355338438033,LOW,0.7,8116.303960042811,26188.0
3262,79112,2024-02-13,66,M,87469.0,self_employed,45.0,Ural,branch,renovation,530000,36,18.7,19347.0,594.0,2,69.0,229,1,2024Q1,56+,1,0,-0.48396576955691034,0.8771256436426375,0.25086018518015596,0.4960402875879656,0.4470533754269791,2.418130017495671,0.3200955618179363,HIGH,0.7,193848.8045007032,0.0
3263,59067,2023-01-07,67,M,104799.0,employed,44.8,Moscow,online,education,340000,24,14.9,16469.0,700.0,1,51.1,25,0,2023Q1,56+,0,0,0.9264605677173356,-0.37171388382568576,0.807130548863146,-0.257246536841859,-1.3021996856043787,2.500142775813272,0.039565597758903046,LOW,0.7,10613.628255440599,55256.0
3264,28516,2024-10-29,35,M,72142.0,self_employed,14.2,South,online,renovation,290000,36,17.3,10383.0,599.0,1,43.1,9,0,2024Q4,26-35,0,0,-0.417436225345861,-0.9298544547612493,-0.2411164948065254,-0.45547991169181284,-0.1974082786372049,-0.1242654903499661,0.0739332047010961,LOW,0.7,9052.800570816982,83788.0
3265,88969,2023-07-16,27,M,73141.0,employed,6.7,Siberia,branch,consumer,290000,12,21.2,27031.0,494.0,2,57.6,7,0,2023Q3,26-35,0,1,-1.814556653777897,0.08177533005945956,-0.20904989969288967,-0.45547991169181284,1.5978777576844518,-0.7803675568907756,0.44143965285552883,HIGH,0.7,106068.21378340365,34372.0
3266,2089,2024-01-02,30,M,63461.0,employed,11.0,SPb,partner,consumer,200000,24,18.9,10072.0,635.0,1,28.4,15,0,2024Q1,26-35,0,0,0.06157649297369423,-1.9554377538553473,-0.5197652557489395,-0.8122999864217298,0.5391193260075766,-0.534329281937972,0.02055438170065078,LOW,0.7,6243.31073849447,41728.0
3267,38346,2023-09-07,25,M,142571.0,self_employed,6.8,Moscow,partner,car,1430000,36,17.8,51555.0,557.0,1,84.8,133,1,2023Q3,18-25,1,1,-0.9762843967186754,1.9794532712403752,2.019562411357889,4.064241034887135,0.03275659781428963,-0.944393073525978,0.6682522318008105,HIGH,0.45,336231.0126582279,0.0
3268,75663,2024-08-17,53,F,93346.0,employed,30.4,Moscow,partner,consumer,320000,36,17.6,11505.0,723.0,1,50.6,9,0,2024Q3,46-55,0,0,1.2324964710881625,-0.4065976695091585,0.4395042086864994,-0.33653988678184055,-0.05930935276630786,1.3519641593668552,0.026479585266072903,LOW,0.7,9989.297181591151,94180.0
3269,11487,2023-08-28,42,F,114537.0,self_employed,23.9,Moscow,branch,education,260000,24,16.4,12780.0,693.0,2,62.2,0,0,2023Q3,36-45,0,0,0.8333192058218666,0.40270615834740864,1.1197076291600274,-0.5744199366017851,-0.611705056249896,0.4498238178732422,0.09689979137716767,LOW,0.7,8116.303960042811,46720.0
3270,1155,2024-01-15,28,M,56761.0,freelance,9.8,Siberia,branch,education,170000,24,17.4,8438.0,567.0,1,49.6,11,0,2024Q1,26-35,0,1,-0.8432253082965767,-0.47636524087610393,-0.7348265042588087,-0.9312400113317021,-0.15137530334690696,-0.6983547985731744,0.18982682209812501,MEDIUM,0.7,22342.03062960862,32512.0
3271,68494,2024-04-15,56,M,106344.0,employed,37.0,Moscow,online,education,380000,60,14.5,8941.0,692.0,1,52.0,0,0,2024Q2,56+,0,0,0.8200132969796566,-0.308923069595435,0.8567230307956456,-0.09865983696189594,-1.4863315867655746,1.5980024343196588,0.044299142254911515,LOW,0.7,11862.290403139492,156460.0
3272,77229,2024-12-01,31,M,83232.0,freelance,10.4,Moscow,branch,car,800000,24,15.6,39018.0,617.0,1,83.4,226,1,2024Q4,26-35,1,0,-0.17792986618608336,1.881778671326652,0.11485801951801927,1.5665005117777164,-0.9799688585722868,-0.4523165236203709,0.4386381606818052,HIGH,0.45,188101.2658227848,0.0
3273,39547,2024-03-30,24,M,80901.0,employed,0.0,Moscow,branch,car,540000,48,13.8,14702.0,666.0,1,55.3,207,1,2024Q1,18-25,0,0,0.4740596670822001,-0.07869008408451525,0.04003596425286927,0.5356869625579563,-1.8085624137976666,-1.0264058318435791,0.056970297767473574,LOW,0.45,10836.60363895826,0.0
3274,29795,2024-01-01,30,M,83402.0,employed,11.7,SPb,online,renovation,480000,60,15.5,11546.0,717.0,0,35.0,22,0,2024Q1,26-35,0,0,1.1526610180349033,-1.4949717828335074,0.12031479746528462,0.29780691273801174,-1.0260018338625856,-0.534329281937972,0.009918488442197233,LOW,0.7,14983.945772386727,212760.0
3275,56296,2023-10-17,22,F,51394.0,self_employed,2.1,Moscow,partner,consumer,110000,48,18.5,3260.0,743.0,1,30.1,22,0,2023Q4,18-25,0,0,1.4986146479323599,-1.8368328825315399,-0.9071001939233561,-1.1691200611516468,0.3549874248463816,-1.1904313484787816,0.006776118876034772,LOW,0.7,3433.8209061719585,46480.0
